kommune_kode,kommune_navn,indicator_id,ratio,raw_value,unit,data_year,source,category,dimension,reference
791,Viborg,ctx_ve_kw_per_indb,,2.5,kW/indb.,2024,Energi Data Service,context,energi,
480,Nordfyns,ctx_ve_kw_per_indb,,1.3,kW/indb.,2024,Energi Data Service,context,energi,
706,Syddjurs,ctx_ve_kw_per_indb,,5.1,kW/indb.,2024,Energi Data Service,context,energi,
440,Kerteminde,ctx_ve_kw_per_indb,,1.3,kW/indb.,2024,Energi Data Service,context,energi,
630,Vejle,ctx_ve_kw_per_indb,,2.3,kW/indb.,2024,Energi Data Service,context,energi,
101,København,ctx_ve_kw_per_indb,,0.1,kW/indb.,2024,Energi Data Service,context,energi,
730,Randers,ctx_ve_kw_per_indb,,4.1,kW/indb.,2024,Energi Data Service,context,energi,
760,Ringkøbing-Skjern,ctx_ve_kw_per_indb,,12.3,kW/indb.,2024,Energi Data Service,context,energi,
430,Faaborg-Midtfyn,ctx_ve_kw_per_indb,,0.6,kW/indb.,2024,Energi Data Service,context,energi,
320,Faxe,ctx_ve_kw_per_indb,,4.7,kW/indb.,2024,Energi Data Service,context,energi,
169,Høje-Taastrup,ctx_ve_kw_per_indb,,0.3,kW/indb.,2024,Energi Data Service,context,energi,
573,Varde,ctx_ve_kw_per_indb,,3.5,kW/indb.,2024,Energi Data Service,context,energi,
621,Kolding,ctx_ve_kw_per_indb,,2.9,kW/indb.,2024,Energi Data Service,context,energi,
420,Assens,ctx_ve_kw_per_indb,,2.3,kW/indb.,2024,Energi Data Service,context,energi,
580,Aabenraa,ctx_ve_kw_per_indb,,7.5,kW/indb.,2024,Energi Data Service,context,energi,
787,Thisted,ctx_ve_kw_per_indb,,6.6,kW/indb.,2024,Energi Data Service,context,energi,
756,Ikast-Brande,ctx_ve_kw_per_indb,,2.1,kW/indb.,2024,Energi Data Service,context,energi,
461,Odense,ctx_ve_kw_per_indb,,0.6,kW/indb.,2024,Energi Data Service,context,energi,
779,Skive,ctx_ve_kw_per_indb,,5.8,kW/indb.,2024,Energi Data Service,context,energi,
450,Nyborg,ctx_ve_kw_per_indb,,1.1,kW/indb.,2024,Energi Data Service,context,energi,
846,Mariagerfjord,ctx_ve_kw_per_indb,,3.3,kW/indb.,2024,Energi Data Service,context,energi,
820,Vesthimmerlands,ctx_ve_kw_per_indb,,5.9,kW/indb.,2024,Energi Data Service,context,energi,
540,Sønderborg,ctx_ve_kw_per_indb,,1.6,kW/indb.,2024,Energi Data Service,context,energi,
400,Bornholm,ctx_ve_kw_per_indb,,1.8,kW/indb.,2024,Energi Data Service,context,energi,
510,Haderslev,ctx_ve_kw_per_indb,,1.1,kW/indb.,2024,Energi Data Service,context,energi,
671,Struer,ctx_ve_kw_per_indb,,3.4,kW/indb.,2024,Energi Data Service,context,energi,
665,Lemvig,ctx_ve_kw_per_indb,,16.8,kW/indb.,2024,Energi Data Service,context,energi,
707,Norddjurs,ctx_ve_kw_per_indb,,4.0,kW/indb.,2024,Energi Data Service,context,energi,
330,Slagelse,ctx_ve_kw_per_indb,,1.4,kW/indb.,2024,Energi Data Service,context,energi,
306,Odsherred,ctx_ve_kw_per_indb,,0.5,kW/indb.,2024,Energi Data Service,context,energi,
575,Vejen,ctx_ve_kw_per_indb,,7.6,kW/indb.,2024,Energi Data Service,context,energi,
376,Guldborgsund,ctx_ve_kw_per_indb,,2.0,kW/indb.,2024,Energi Data Service,context,energi,
849,Jammerbugt,ctx_ve_kw_per_indb,,6.8,kW/indb.,2024,Energi Data Service,context,energi,
326,Kalundborg,ctx_ve_kw_per_indb,,3.0,kW/indb.,2024,Energi Data Service,context,energi,
390,Vordingborg,ctx_ve_kw_per_indb,,2.6,kW/indb.,2024,Energi Data Service,context,energi,
550,Tønder,ctx_ve_kw_per_indb,,5.4,kW/indb.,2024,Energi Data Service,context,energi,
360,Lolland,ctx_ve_kw_per_indb,,14.6,kW/indb.,2024,Energi Data Service,context,energi,
741,Samsø,ctx_ve_kw_per_indb,,3.8,kW/indb.,2024,Energi Data Service,context,energi,
482,Langeland,ctx_ve_kw_per_indb,,4.0,kW/indb.,2024,Energi Data Service,context,energi,
201,Allerød,ctx_ve_sol_mw,,8.3,MW,2024,Energi Data Service,context,energi,
153,Brøndby,ctx_ve_sol_mw,,7.1,MW,2024,Energi Data Service,context,energi,
175,Rødovre,ctx_ve_sol_mw,,5.0,MW,2024,Energi Data Service,context,energi,
155,Dragør,ctx_ve_sol_mw,,2.3,MW,2024,Energi Data Service,context,energi,
190,Furesø,ctx_ve_sol_mw,,7.7,MW,2024,Energi Data Service,context,energi,
167,Hvidovre,ctx_ve_sol_mw,,10.2,MW,2024,Energi Data Service,context,energi,
230,Rudersdal,ctx_ve_sol_mw,,9.9,MW,2024,Energi Data Service,context,energi,
746,Skanderborg,ctx_ve_sol_mw,,20.5,MW,2024,Energi Data Service,context,energi,
269,Solrød,ctx_ve_sol_mw,,5.9,MW,2024,Energi Data Service,context,energi,
265,Roskilde,ctx_ve_sol_mw,,27.2,MW,2024,Energi Data Service,context,energi,
240,Egedal,ctx_ve_sol_mw,,12.2,MW,2024,Energi Data Service,context,energi,
151,Ballerup,ctx_ve_sol_mw,,12.7,MW,2024,Energi Data Service,context,energi,
223,Hørsholm,ctx_ve_sol_mw,,3.9,MW,2024,Energi Data Service,context,energi,
185,Tårnby,ctx_ve_sol_mw,,13.6,MW,2024,Energi Data Service,context,energi,
157,Gentofte,ctx_ve_sol_mw,,6.5,MW,2024,Energi Data Service,context,energi,
350,Lejre,ctx_ve_sol_mw,,11.2,MW,2024,Energi Data Service,context,energi,
163,Herlev,ctx_ve_sol_mw,,6.9,MW,2024,Energi Data Service,context,energi,
173,Lyngby-Taarbæk,ctx_ve_sol_mw,,5.9,MW,2024,Energi Data Service,context,energi,
210,Fredensborg,ctx_ve_sol_mw,,7.9,MW,2024,Energi Data Service,context,energi,
183,Ishøj,ctx_ve_sol_mw,,4.8,MW,2024,Energi Data Service,context,energi,
710,Favrskov,ctx_ve_sol_mw,,60.4,MW,2024,Energi Data Service,context,energi,
530,Billund,ctx_ve_sol_mw,,66.6,MW,2024,Energi Data Service,context,energi,
840,Rebild,ctx_ve_sol_mw,,15.3,MW,2024,Energi Data Service,context,energi,
187,Vallensbæk,ctx_ve_sol_mw,,2.2,MW,2024,Energi Data Service,context,energi,
253,Greve,ctx_ve_sol_mw,,16.5,MW,2024,Energi Data Service,context,energi,
147,Frederiksberg,ctx_ve_sol_mw,,3.3,MW,2024,Energi Data Service,context,energi,
259,Køge,ctx_ve_sol_mw,,25.7,MW,2024,Energi Data Service,context,energi,
159,Gladsaxe,ctx_ve_sol_mw,,8.7,MW,2024,Energi Data Service,context,energi,
217,Helsingør,ctx_ve_sol_mw,,11.4,MW,2024,Energi Data Service,context,energi,
250,Frederikssund,ctx_ve_sol_mw,,20.3,MW,2024,Energi Data Service,context,energi,
661,Holstebro,ctx_ve_sol_mw,,177.6,MW,2024,Energi Data Service,context,energi,
825,Læsø,ctx_ve_sol_mw,,7.8,MW,2024,Energi Data Service,context,energi,
657,Herning,ctx_ve_sol_mw,,136.2,MW,2024,Energi Data Service,context,energi,
260,Halsnæs,ctx_ve_sol_mw,,9.3,MW,2024,Energi Data Service,context,energi,
773,Morsø,ctx_ve_sol_mw,,34.1,MW,2024,Energi Data Service,context,energi,
219,Hillerød,ctx_ve_sol_mw,,14.1,MW,2024,Energi Data Service,context,energi,
340,Sorø,ctx_ve_sol_mw,,99.2,MW,2024,Energi Data Service,context,energi,
492,Ærø,ctx_ve_sol_mw,,2.4,MW,2024,Energi Data Service,context,energi,
561,Esbjerg,ctx_ve_sol_mw,,31.1,MW,2024,Energi Data Service,context,energi,
740,Silkeborg,ctx_ve_sol_mw,,48.9,MW,2024,Energi Data Service,context,energi,
615,Horsens,ctx_ve_sol_mw,,56.4,MW,2024,Energi Data Service,context,energi,
563,Fanø,ctx_ve_sol_mw,,1.4,MW,2024,Energi Data Service,context,energi,
316,Holbæk,ctx_ve_sol_mw,,52.5,MW,2024,Energi Data Service,context,energi,
766,Hedensted,ctx_ve_sol_mw,,72.4,MW,2024,Energi Data Service,context,energi,
607,Fredericia,ctx_ve_sol_mw,,13.1,MW,2024,Energi Data Service,context,energi,
410,Middelfart,ctx_ve_sol_mw,,31.9,MW,2024,Energi Data Service,context,energi,
329,Ringsted,ctx_ve_sol_mw,,12.6,MW,2024,Energi Data Service,context,energi,
370,Næstved,ctx_ve_sol_mw,,143.9,MW,2024,Energi Data Service,context,energi,
851,Aalborg,ctx_ve_sol_mw,,39.4,MW,2024,Energi Data Service,context,energi,
810,Brønderslev,ctx_ve_sol_mw,,40.2,MW,2024,Energi Data Service,context,energi,
727,Odder,ctx_ve_sol_mw,,6.7,MW,2024,Energi Data Service,context,energi,
336,Stevns,ctx_ve_sol_mw,,8.8,MW,2024,Energi Data Service,context,energi,
751,Aarhus,ctx_ve_sol_mw,,66.8,MW,2024,Energi Data Service,context,energi,
813,Frederikshavn,ctx_ve_sol_mw,,92.5,MW,2024,Energi Data Service,context,energi,
161,Glostrup,ctx_ve_sol_mw,,4.9,MW,2024,Energi Data Service,context,energi,
270,Gribskov,ctx_ve_sol_mw,,14.5,MW,2024,Energi Data Service,context,energi,
860,Hjørring,ctx_ve_sol_mw,,35.9,MW,2024,Energi Data Service,context,energi,
165,Albertslund,ctx_ve_sol_mw,,6.1,MW,2024,Energi Data Service,context,energi,
479,Svendborg,ctx_ve_sol_mw,,53.1,MW,2024,Energi Data Service,context,energi,
791,Viborg,ctx_ve_sol_mw,,170.0,MW,2024,Energi Data Service,context,energi,
480,Nordfyns,ctx_ve_sol_mw,,12.6,MW,2024,Energi Data Service,context,energi,
706,Syddjurs,ctx_ve_sol_mw,,207.7,MW,2024,Energi Data Service,context,energi,
440,Kerteminde,ctx_ve_sol_mw,,6.1,MW,2024,Energi Data Service,context,energi,
630,Vejle,ctx_ve_sol_mw,,227.0,MW,2024,Energi Data Service,context,energi,
101,København,ctx_ve_sol_mw,,34.9,MW,2024,Energi Data Service,context,energi,
730,Randers,ctx_ve_sol_mw,,137.8,MW,2024,Energi Data Service,context,energi,
760,Ringkøbing-Skjern,ctx_ve_sol_mw,,165.1,MW,2024,Energi Data Service,context,energi,
430,Faaborg-Midtfyn,ctx_ve_sol_mw,,17.8,MW,2024,Energi Data Service,context,energi,
320,Faxe,ctx_ve_sol_mw,,142.2,MW,2024,Energi Data Service,context,energi,
169,Høje-Taastrup,ctx_ve_sol_mw,,15.1,MW,2024,Energi Data Service,context,energi,
573,Varde,ctx_ve_sol_mw,,72.6,MW,2024,Energi Data Service,context,energi,
621,Kolding,ctx_ve_sol_mw,,244.7,MW,2024,Energi Data Service,context,energi,
420,Assens,ctx_ve_sol_mw,,63.9,MW,2024,Energi Data Service,context,energi,
580,Aabenraa,ctx_ve_sol_mw,,357.9,MW,2024,Energi Data Service,context,energi,
787,Thisted,ctx_ve_sol_mw,,61.3,MW,2024,Energi Data Service,context,energi,
756,Ikast-Brande,ctx_ve_sol_mw,,24.0,MW,2024,Energi Data Service,context,energi,
461,Odense,ctx_ve_sol_mw,,122.2,MW,2024,Energi Data Service,context,energi,
779,Skive,ctx_ve_sol_mw,,93.1,MW,2024,Energi Data Service,context,energi,
450,Nyborg,ctx_ve_sol_mw,,7.4,MW,2024,Energi Data Service,context,energi,
846,Mariagerfjord,ctx_ve_sol_mw,,31.4,MW,2024,Energi Data Service,context,energi,
820,Vesthimmerlands,ctx_ve_sol_mw,,46.4,MW,2024,Energi Data Service,context,energi,
540,Sønderborg,ctx_ve_sol_mw,,102.3,MW,2024,Energi Data Service,context,energi,
400,Bornholm,ctx_ve_sol_mw,,31.7,MW,2024,Energi Data Service,context,energi,
510,Haderslev,ctx_ve_sol_mw,,19.5,MW,2024,Energi Data Service,context,energi,
671,Struer,ctx_ve_sol_mw,,6.4,MW,2024,Energi Data Service,context,energi,
665,Lemvig,ctx_ve_sol_mw,,133.4,MW,2024,Energi Data Service,context,energi,
707,Norddjurs,ctx_ve_sol_mw,,92.9,MW,2024,Energi Data Service,context,energi,
330,Slagelse,ctx_ve_sol_mw,,73.8,MW,2024,Energi Data Service,context,energi,
306,Odsherred,ctx_ve_sol_mw,,12.7,MW,2024,Energi Data Service,context,energi,
575,Vejen,ctx_ve_sol_mw,,265.4,MW,2024,Energi Data Service,context,energi,
376,Guldborgsund,ctx_ve_sol_mw,,57.9,MW,2024,Energi Data Service,context,energi,
849,Jammerbugt,ctx_ve_sol_mw,,39.6,MW,2024,Energi Data Service,context,energi,
326,Kalundborg,ctx_ve_sol_mw,,61.8,MW,2024,Energi Data Service,context,energi,
390,Vordingborg,ctx_ve_sol_mw,,100.1,MW,2024,Energi Data Service,context,energi,
550,Tønder,ctx_ve_sol_mw,,21.8,MW,2024,Energi Data Service,context,energi,
360,Lolland,ctx_ve_sol_mw,,302.0,MW,2024,Energi Data Service,context,energi,
741,Samsø,ctx_ve_sol_mw,,2.7,MW,2024,Energi Data Service,context,energi,
482,Langeland,ctx_ve_sol_mw,,4.4,MW,2024,Energi Data Service,context,energi,
201,Allerød,ctx_ve_vind_mw,,2.7,MW,2024,Energi Data Service,context,energi,
153,Brøndby,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
175,Rødovre,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
155,Dragør,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
190,Furesø,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
167,Hvidovre,ctx_ve_vind_mw,,2.0,MW,2024,Energi Data Service,context,energi,
230,Rudersdal,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
746,Skanderborg,ctx_ve_vind_mw,,18.3,MW,2024,Energi Data Service,context,energi,
269,Solrød,ctx_ve_vind_mw,,0.3,MW,2024,Energi Data Service,context,energi,
265,Roskilde,ctx_ve_vind_mw,,7.5,MW,2024,Energi Data Service,context,energi,
240,Egedal,ctx_ve_vind_mw,,0.1,MW,2024,Energi Data Service,context,energi,
151,Ballerup,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
223,Hørsholm,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
185,Tårnby,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
157,Gentofte,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
350,Lejre,ctx_ve_vind_mw,,5.4,MW,2024,Energi Data Service,context,energi,
163,Herlev,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
173,Lyngby-Taarbæk,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
210,Fredensborg,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
183,Ishøj,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
710,Favrskov,ctx_ve_vind_mw,,31.3,MW,2024,Energi Data Service,context,energi,
530,Billund,ctx_ve_vind_mw,,93.9,MW,2024,Energi Data Service,context,energi,
840,Rebild,ctx_ve_vind_mw,,48.4,MW,2024,Energi Data Service,context,energi,
187,Vallensbæk,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
253,Greve,ctx_ve_vind_mw,,0.4,MW,2024,Energi Data Service,context,energi,
147,Frederiksberg,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
259,Køge,ctx_ve_vind_mw,,4.0,MW,2024,Energi Data Service,context,energi,
159,Gladsaxe,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
217,Helsingør,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
250,Frederikssund,ctx_ve_vind_mw,,3.0,MW,2024,Energi Data Service,context,energi,
661,Holstebro,ctx_ve_vind_mw,,230.2,MW,2024,Energi Data Service,context,energi,
825,Læsø,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
657,Herning,ctx_ve_vind_mw,,136.3,MW,2024,Energi Data Service,context,energi,
260,Halsnæs,ctx_ve_vind_mw,,4.2,MW,2024,Energi Data Service,context,energi,
773,Morsø,ctx_ve_vind_mw,,77.7,MW,2024,Energi Data Service,context,energi,
219,Hillerød,ctx_ve_vind_mw,,4.0,MW,2024,Energi Data Service,context,energi,
340,Sorø,ctx_ve_vind_mw,,6.8,MW,2024,Energi Data Service,context,energi,
492,Ærø,ctx_ve_vind_mw,,12.0,MW,2024,Energi Data Service,context,energi,
561,Esbjerg,ctx_ve_vind_mw,,81.5,MW,2024,Energi Data Service,context,energi,
740,Silkeborg,ctx_ve_vind_mw,,30.9,MW,2024,Energi Data Service,context,energi,
615,Horsens,ctx_ve_vind_mw,,3.6,MW,2024,Energi Data Service,context,energi,
563,Fanø,ctx_ve_vind_mw,,2.0,MW,2024,Energi Data Service,context,energi,
316,Holbæk,ctx_ve_vind_mw,,59.0,MW,2024,Energi Data Service,context,energi,
766,Hedensted,ctx_ve_vind_mw,,29.0,MW,2024,Energi Data Service,context,energi,
607,Fredericia,ctx_ve_vind_mw,,2.2,MW,2024,Energi Data Service,context,energi,
410,Middelfart,ctx_ve_vind_mw,,13.6,MW,2024,Energi Data Service,context,energi,
329,Ringsted,ctx_ve_vind_mw,,9.0,MW,2024,Energi Data Service,context,energi,
370,Næstved,ctx_ve_vind_mw,,68.5,MW,2024,Energi Data Service,context,energi,
851,Aalborg,ctx_ve_vind_mw,,158.8,MW,2024,Energi Data Service,context,energi,
810,Brønderslev,ctx_ve_vind_mw,,92.0,MW,2024,Energi Data Service,context,energi,
727,Odder,ctx_ve_vind_mw,,15.7,MW,2024,Energi Data Service,context,energi,
336,Stevns,ctx_ve_vind_mw,,9.8,MW,2024,Energi Data Service,context,energi,
751,Aarhus,ctx_ve_vind_mw,,11.3,MW,2024,Energi Data Service,context,energi,
813,Frederikshavn,ctx_ve_vind_mw,,48.5,MW,2024,Energi Data Service,context,energi,
161,Glostrup,ctx_ve_vind_mw,,0.9,MW,2024,Energi Data Service,context,energi,
270,Gribskov,ctx_ve_vind_mw,,0.6,MW,2024,Energi Data Service,context,energi,
860,Hjørring,ctx_ve_vind_mw,,121.5,MW,2024,Energi Data Service,context,energi,
165,Albertslund,ctx_ve_vind_mw,,0.0,MW,2024,Energi Data Service,context,energi,
479,Svendborg,ctx_ve_vind_mw,,34.5,MW,2024,Energi Data Service,context,energi,
791,Viborg,ctx_ve_vind_mw,,74.0,MW,2024,Energi Data Service,context,energi,
480,Nordfyns,ctx_ve_vind_mw,,26.3,MW,2024,Energi Data Service,context,energi,
706,Syddjurs,ctx_ve_vind_mw,,18.6,MW,2024,Energi Data Service,context,energi,
440,Kerteminde,ctx_ve_vind_mw,,24.9,MW,2024,Energi Data Service,context,energi,
630,Vejle,ctx_ve_vind_mw,,53.4,MW,2024,Energi Data Service,context,energi,
101,København,ctx_ve_vind_mw,,10.7,MW,2024,Energi Data Service,context,energi,
730,Randers,ctx_ve_vind_mw,,275.0,MW,2024,Energi Data Service,context,energi,
760,Ringkøbing-Skjern,ctx_ve_vind_mw,,516.5,MW,2024,Energi Data Service,context,energi,
430,Faaborg-Midtfyn,ctx_ve_vind_mw,,15.7,MW,2024,Energi Data Service,context,energi,
320,Faxe,ctx_ve_vind_mw,,35.1,MW,2024,Energi Data Service,context,energi,
169,Høje-Taastrup,ctx_ve_vind_mw,,0.8,MW,2024,Energi Data Service,context,energi,
573,Varde,ctx_ve_vind_mw,,99.1,MW,2024,Energi Data Service,context,energi,
621,Kolding,ctx_ve_vind_mw,,34.0,MW,2024,Energi Data Service,context,energi,
420,Assens,ctx_ve_vind_mw,,30.9,MW,2024,Energi Data Service,context,energi,
580,Aabenraa,ctx_ve_vind_mw,,84.3,MW,2024,Energi Data Service,context,energi,
787,Thisted,ctx_ve_vind_mw,,218.9,MW,2024,Energi Data Service,context,energi,
756,Ikast-Brande,ctx_ve_vind_mw,,66.4,MW,2024,Energi Data Service,context,energi,
461,Odense,ctx_ve_vind_mw,,11.1,MW,2024,Energi Data Service,context,energi,
779,Skive,ctx_ve_vind_mw,,164.5,MW,2024,Energi Data Service,context,energi,
450,Nyborg,ctx_ve_vind_mw,,29.0,MW,2024,Energi Data Service,context,energi,
846,Mariagerfjord,ctx_ve_vind_mw,,104.2,MW,2024,Energi Data Service,context,energi,
820,Vesthimmerlands,ctx_ve_vind_mw,,163.8,MW,2024,Energi Data Service,context,energi,
540,Sønderborg,ctx_ve_vind_mw,,13.8,MW,2024,Energi Data Service,context,energi,
400,Bornholm,ctx_ve_vind_mw,,36.7,MW,2024,Energi Data Service,context,energi,
510,Haderslev,ctx_ve_vind_mw,,40.6,MW,2024,Energi Data Service,context,energi,
671,Struer,ctx_ve_vind_mw,,62.0,MW,2024,Energi Data Service,context,energi,
665,Lemvig,ctx_ve_vind_mw,,182.2,MW,2024,Energi Data Service,context,energi,
707,Norddjurs,ctx_ve_vind_mw,,52.4,MW,2024,Energi Data Service,context,energi,
330,Slagelse,ctx_ve_vind_mw,,42.4,MW,2024,Energi Data Service,context,energi,
306,Odsherred,ctx_ve_vind_mw,,4.7,MW,2024,Energi Data Service,context,energi,
575,Vejen,ctx_ve_vind_mw,,61.0,MW,2024,Energi Data Service,context,energi,
376,Guldborgsund,ctx_ve_vind_mw,,58.0,MW,2024,Energi Data Service,context,energi,
849,Jammerbugt,ctx_ve_vind_mw,,218.7,MW,2024,Energi Data Service,context,energi,
326,Kalundborg,ctx_ve_vind_mw,,80.3,MW,2024,Energi Data Service,context,energi,
390,Vordingborg,ctx_ve_vind_mw,,17.7,MW,2024,Energi Data Service,context,energi,
550,Tønder,ctx_ve_vind_mw,,173.8,MW,2024,Energi Data Service,context,energi,
360,Lolland,ctx_ve_vind_mw,,270.5,MW,2024,Energi Data Service,context,energi,
741,Samsø,ctx_ve_vind_mw,,11.0,MW,2024,Energi Data Service,context,energi,
482,Langeland,ctx_ve_vind_mw,,43.6,MW,2024,Energi Data Service,context,energi,
190,Furesø,ctx_fjv_biomasse,,0.7,%,2024,Energistyrelsen EPT,context,energi,
167,Hvidovre,ctx_fjv_biomasse,,96.7,%,2024,Energistyrelsen EPT,context,energi,
230,Rudersdal,ctx_fjv_biomasse,,0.0,%,2024,Energistyrelsen EPT,context,energi,
746,Skanderborg,ctx_fjv_biomasse,,47.4,%,2024,Energistyrelsen EPT,context,energi,
265,Roskilde,ctx_fjv_biomasse,,0.5,%,2024,Energistyrelsen EPT,context,energi,
240,Egedal,ctx_fjv_biomasse,,45.1,%,2024,Energistyrelsen EPT,context,energi,
223,Hørsholm,ctx_fjv_biomasse,,52.6,%,2024,Energistyrelsen EPT,context,energi,
350,Lejre,ctx_fjv_biomasse,,80.1,%,2024,Energistyrelsen EPT,context,energi,
173,Lyngby-Taarbæk,ctx_fjv_biomasse,,3.2,%,2024,Energistyrelsen EPT,context,energi,
183,Ishøj,ctx_fjv_biomasse,,100.0,%,2024,Energistyrelsen EPT,context,energi,
710,Favrskov,ctx_fjv_biomasse,,60.1,%,2024,Energistyrelsen EPT,context,energi,
530,Billund,ctx_fjv_biomasse,,57.8,%,2024,Energistyrelsen EPT,context,energi,
840,Rebild,ctx_fjv_biomasse,,48.4,%,2024,Energistyrelsen EPT,context,energi,
259,Køge,ctx_fjv_biomasse,,48.7,%,2024,Energistyrelsen EPT,context,energi,
159,Gladsaxe,ctx_fjv_biomasse,,0.0,%,2024,Energistyrelsen EPT,context,energi,
217,Helsingør,ctx_fjv_biomasse,,88.8,%,2024,Energistyrelsen EPT,context,energi,
250,Frederikssund,ctx_fjv_biomasse,,5.3,%,2024,Energistyrelsen EPT,context,energi,
661,Holstebro,ctx_fjv_biomasse,,44.7,%,2024,Energistyrelsen EPT,context,energi,
657,Herning,ctx_fjv_biomasse,,80.6,%,2024,Energistyrelsen EPT,context,energi,
260,Halsnæs,ctx_fjv_biomasse,,81.7,%,2024,Energistyrelsen EPT,context,energi,
773,Morsø,ctx_fjv_biomasse,,14.4,%,2024,Energistyrelsen EPT,context,energi,
219,Hillerød,ctx_fjv_biomasse,,59.7,%,2024,Energistyrelsen EPT,context,energi,
340,Sorø,ctx_fjv_biomasse,,75.4,%,2024,Energistyrelsen EPT,context,energi,
492,Ærø,ctx_fjv_biomasse,,57.8,%,2024,Energistyrelsen EPT,context,energi,
561,Esbjerg,ctx_fjv_biomasse,,9.4,%,2024,Energistyrelsen EPT,context,energi,
740,Silkeborg,ctx_fjv_biomasse,,14.7,%,2024,Energistyrelsen EPT,context,energi,
615,Horsens,ctx_fjv_biomasse,,38.8,%,2024,Energistyrelsen EPT,context,energi,
316,Holbæk,ctx_fjv_biomasse,,30.8,%,2024,Energistyrelsen EPT,context,energi,
766,Hedensted,ctx_fjv_biomasse,,33.4,%,2024,Energistyrelsen EPT,context,energi,
607,Fredericia,ctx_fjv_biomasse,,66.4,%,2024,Energistyrelsen EPT,context,energi,
410,Middelfart,ctx_fjv_biomasse,,85.2,%,2024,Energistyrelsen EPT,context,energi,
329,Ringsted,ctx_fjv_biomasse,,58.8,%,2024,Energistyrelsen EPT,context,energi,
370,Næstved,ctx_fjv_biomasse,,11.2,%,2024,Energistyrelsen EPT,context,energi,
851,Aalborg,ctx_fjv_biomasse,,7.4,%,2024,Energistyrelsen EPT,context,energi,
810,Brønderslev,ctx_fjv_biomasse,,47.1,%,2024,Energistyrelsen EPT,context,energi,
727,Odder,ctx_fjv_biomasse,,58.8,%,2024,Energistyrelsen EPT,context,energi,
751,Aarhus,ctx_fjv_biomasse,,67.2,%,2024,Energistyrelsen EPT,context,energi,
813,Frederikshavn,ctx_fjv_biomasse,,5.9,%,2024,Energistyrelsen EPT,context,energi,
161,Glostrup,ctx_fjv_biomasse,,0.0,%,2024,Energistyrelsen EPT,context,energi,
270,Gribskov,ctx_fjv_biomasse,,42.6,%,2024,Energistyrelsen EPT,context,energi,
860,Hjørring,ctx_fjv_biomasse,,52.4,%,2024,Energistyrelsen EPT,context,energi,
479,Svendborg,ctx_fjv_biomasse,,7.2,%,2024,Energistyrelsen EPT,context,energi,
791,Viborg,ctx_fjv_biomasse,,7.8,%,2024,Energistyrelsen EPT,context,energi,
480,Nordfyns,ctx_fjv_biomasse,,70.5,%,2024,Energistyrelsen EPT,context,energi,
706,Syddjurs,ctx_fjv_biomasse,,96.8,%,2024,Energistyrelsen EPT,context,energi,
630,Vejle,ctx_fjv_biomasse,,56.3,%,2024,Energistyrelsen EPT,context,energi,
101,København,ctx_fjv_biomasse,,65.8,%,2024,Energistyrelsen EPT,context,energi,
730,Randers,ctx_fjv_biomasse,,90.5,%,2024,Energistyrelsen EPT,context,energi,
760,Ringkøbing-Skjern,ctx_fjv_biomasse,,42.1,%,2024,Energistyrelsen EPT,context,energi,
430,Faaborg-Midtfyn,ctx_fjv_biomasse,,52.4,%,2024,Energistyrelsen EPT,context,energi,
320,Faxe,ctx_fjv_biomasse,,81.5,%,2024,Energistyrelsen EPT,context,energi,
169,Høje-Taastrup,ctx_fjv_biomasse,,0.0,%,2024,Energistyrelsen EPT,context,energi,
573,Varde,ctx_fjv_biomasse,,59.5,%,2024,Energistyrelsen EPT,context,energi,
621,Kolding,ctx_fjv_biomasse,,4.7,%,2024,Energistyrelsen EPT,context,energi,
420,Assens,ctx_fjv_biomasse,,57.1,%,2024,Energistyrelsen EPT,context,energi,
580,Aabenraa,ctx_fjv_biomasse,,88.7,%,2024,Energistyrelsen EPT,context,energi,
787,Thisted,ctx_fjv_biomasse,,42.1,%,2024,Energistyrelsen EPT,context,energi,
756,Ikast-Brande,ctx_fjv_biomasse,,26.1,%,2024,Energistyrelsen EPT,context,energi,
